INCIDENT INFO,START_DT,QUADRANT
Northbound Deerfoot Trail at Memorial Drive SE,10/10/2019 14:06,
Southbound Deerfoot Trail approaching Glenmore Trail SE,10/10/2019 13:21,
Southbound Crowchild Trail south of 16 Avenue NW,10/10/2019 12:33,
Southbound Crowchild Trail south of 16 Avenue NW,10/10/2019 12:33,
5 Street and Glenmore Trail SW,10/10/2019 12:08,
Eastbound Memorial Drive approaching Centre Street N,10/10/2019 9:10,
Elbow Drive and Lansdowne Avenue SW,10/10/2019 8:42,
Southbound Deerfoot Trail south of 32 Avenue NE,10/10/2019 8:07,
Southbound Crowchild Trail south of 32 Avenue NW,10/10/2019 7:52,
Stoney Trail at 16 Avenue NE,10/10/2019 4:53,
Eastbound Glenmore Trail at Crowchild Trail SW,10/9/2019 20:31,
52 Street and 14 Avenue SE,10/9/2019 18:41,
Northbound Falconridge Boulevard and 64 Avenue NE,10/9/2019 18:27,
Southbound 14 Street and 75 Avenue SW,10/9/2019 17:34,
14 Street and 11 Avenue SW,10/9/2019 17:32,
17a Street and 17 Avenue SW,10/9/2019 17:31,
20 Avenue and 9 Street NW,10/9/2019 17:07,
Southbound Blackfoot Trail at 58 Avenue SE,10/9/2019 16:37,
Southbound Blackfoot Trail at 58 Avenue SE,10/9/2019 16:37,
Southbound Blackfoot Trail at 58 Avenue SE,10/9/2019 16:37,
Westwinds Cr at Castleridge Boulevard NE,10/9/2019 16:32,
Eastbound Glenmore Trail and Deerfoot Trail SE,10/9/2019 16:30,
Elbow Drive at Anderson Road SW,10/9/2019 16:18,
Falconridge Drive and Falsbridge Drive NE,10/9/2019 15:53,
Northbound Deerfoot Trail and McKnight Boulevard NE,10/9/2019 14:39,
Martindale Boulevard and Falconridge Boulevard NE,10/9/2019 14:34,
34 Avenue and 11 Street SE,10/9/2019 14:27,
17 Avenue at 54 Street SE,10/9/2019 13:42,
Macleod Trail and 46 Avenue SW,10/9/2019 13:22,
Northbound Shawville Boulevard and 162 Avenue SE,10/9/2019 12:35,
Memorial Drive at 4 Street NE,10/9/2019 11:03,
Eastbound 32 Avenue and Deerfoot Trail NE,10/9/2019 10:46,
Westbound Mcknight Boulevard and 19 Street NE,10/9/2019 10:41,
Elbow Drive and 50 Avenue SW,10/9/2019 8:57,
Westbound 17 Avenue onto Northbound  Deerfoot Trail SE,10/9/2019 7:57,
Westbound Anderson Road  east of Macleod Trail SE,10/9/2019 7:30,
Southland Drive at Deerfoot Trail SE,10/9/2019 2:48,
14 Street at 17 Avenue SW,10/8/2019 21:56,
51 Street and 39 Avenue SW,10/8/2019 21:03,
14 Street and 75 Avenue SW,10/8/2019 20:30,
Northbound Deerfoot Trail at Stoney Trail SE,10/8/2019 20:18,
Eastbound Stoney to Northbound Deerfoot Trail SE,10/8/2019 20:14,
Macleod Trail at 58 Avenue SE,10/8/2019 19:14,
Macleod Trail at 58 Avenue SE,10/8/2019 19:14,
Eastbound Glenmore Trail approaching 14 Street SW,10/8/2019 18:37,
Westbound Anderson Road at Macleod Trail SW,10/8/2019 18:34,
Eastbound Southland Drive approaching Deerfoot Trail NE,10/8/2019 18:13,
Northbound Macleod Trail and Midlake Boulevard SE,10/8/2019 18:09,
Westbound Glenmore Trail and 14 Street SW,10/8/2019 18:04,
Southbound Crowchild Trail and 17 Avenue SW,10/8/2019 18:01,
Westbound Deerfoot Trail approaching Harvest Hills Boulevard N,10/8/2019 17:59,
Westbound Stoney Trail approaching Harvest Hills Boulevard N,10/8/2019 17:59,
Northbound Stoney Trail and Peigan Trail SE,10/8/2019 17:55,
Northbound Stoney Trail at 16 Avenue NE,10/8/2019 17:53,
Northbound Stoney Trail at 16 Avenue NE,10/8/2019 17:53,
Westbound Stoney Trail and Deerfoot Trail NE,10/8/2019 17:53,
Westbound Stoney Trail and Beddington Trail NW,10/8/2019 17:44,
Westbound Glenmore Trail at Heritage Drive SE,10/8/2019 17:43,
Eastbound Memorial Drive at Deerfoot Trail SE,10/8/2019 17:25,
Westbound Stoney Trail at Deerfoot Trail NE,10/8/2019 17:21,
Northbound Crowchild Trail at Sarcee Trail NW,10/8/2019 17:15,
Southbound 52 Street and Prestwick Gate SE,10/8/2019 16:43,
Eastbound Mcknight Boulevard and 4 Street NW,10/8/2019 16:35,
McKenzie Lake Boulevard at Deerfoot Trail SE,10/8/2019 14:32,
Memorial Drive and 68 Street NE,10/8/2019 14:24,
Eastbound 90 Avenue and 52 Street SE,10/8/2019 13:42,
14 Avenue and 2 Street SW,10/8/2019 13:40,
Southbound 52 Street at 86 Avenue SE,10/8/2019 13:18,
Northbound 52 Street and 90 Avenue SE,10/8/2019 13:13,
Macleod Trail and 50 Avenue SW,10/8/2019 12:49,
Westbound Stoney Trail and Deerfoot Trail SE,10/8/2019 11:37,
52 Street and 14 Avenue SE,10/8/2019 11:13,
Falconridge Boulevard and 64 Avenue NE,10/8/2019 11:08,
Westbound McKenzie Towne Boulevard onto Northbound Deerfoot Trail SE,10/8/2019 10:45,
68 Street and 22 Avenue NE,10/8/2019 10:23,
144 Avenue at 69 Street NW,10/8/2019 9:56,
Northbound 14 Street onto Westbound Glenmore Trail SW,10/8/2019 9:28,
Southbound Sarcee Trail north of Crowchild Trail NW,10/8/2019 9:18,
8 Avenue and 85 Street SW,10/8/2019 9:05,
Arbour Lake Road and Arbour Stone Wy NW,10/8/2019 8:57,
85 Street and 112 Avenue NW,10/8/2019 8:55,
Northbound Shaganappi Trail approaching Edgemont Boulevard NW,10/8/2019 8:48,
Northbound Deerfoot Trail north of Airport Trail NE,10/8/2019 8:38,
Country Hills Boulevard and Metis Trail NE,10/8/2019 8:15,
Peigan Trail and 52 Street SE,10/8/2019 8:09,
Country Hills Boulevard and Metis Trail NE,10/8/2019 8:06,
76 Avenue and 48 Street SE,10/8/2019 7:19,
Eastbound McKnight Boulevard at Barlow Trail NE,10/8/2019 6:06,
25 Avenue and 5 Street SW,10/7/2019 21:16,
Ranchlands Boulevard and John Laurie Boulevard NW,10/7/2019 21:15,
17 Avenue and 44 Street SE,10/7/2019 18:47,
10 Street and Memorial Drive NW,10/7/2019 16:50,
Barlow Trail at Sunridge Wy NE,10/7/2019 16:36,
Westbound McKnight Boulevard approaching 4 Street NW,10/7/2019 16:05,
Falconridge Boulevard at Falworth Way NE,10/7/2019 15:44,
Peigan Trail at 36 Street SE,10/7/2019 12:06,
Peigan Trail at 52 Street SE,10/7/2019 12:00,
Northbound Deerfoot Trail approaching Barlow Trail SE,10/7/2019 9:59,
14A Street and 50 Avenue SW,10/7/2019 9:20,
Northbound Deerfoot Trail approaching Airport Trail NE,10/7/2019 8:43,
64 Street and 32 Avenue NE,10/7/2019 8:23,
68 Street and 114 Avenue SE,10/7/2019 8:05,
Westbound Glenmore Trail approaching Heritage Drive SE,10/7/2019 8:01,
Westbound Glenmore Trail at Heritage Drive SE,10/7/2019 8:01,
Southbound Deerfoot Trail south of 32 Avenue NE,10/7/2019 7:24,
Northbound Deerfoot Trail at 130 Avenue SE,10/7/2019 7:10,
4 Street and 4 Avenue SW,10/7/2019 6:08,
Centre Street and 16 Avenue NW,10/6/2019 22:18,
Airport Trail and Deerfoot Trail NE,10/6/2019 20:15,
14 Street and 12 Avenue SW,10/6/2019 18:02,
Westbound 80 Avenue approaching Metis Trail NE,10/6/2019 16:11,
31 Street and Parkdale Boulevard NW,10/6/2019 16:02,
Eastbound 16 Avenue approaching Stoney Trail NW,10/6/2019 15:44,
Northbound 14 Street and 10 Avenue SW,10/6/2019 15:13,
Heritage Drive and Fairview Drive SE,10/6/2019 15:05,
Westbound Hwy 22x and Spruce Meadows Trail S,10/6/2019 13:36,
Eastbound 16 Avenue approaching Stoney Trail NW,10/6/2019 12:02,
26 Avenue and 30 Street SW,10/6/2019 11:07,
Northbound Deerfoot Trail and Memorial Drive NE,10/6/2019 10:30,
Cornerstone Drive and Cornerstone Way NE,10/6/2019 6:39,
61 Avenue and 3 Street SW,10/5/2019 20:38,
Northbound Bow Bottom Trail onto Southbound Deerfoot Trail SE,10/5/2019 16:51,
Westbound Anderson Road and Macleod Trail SE,10/5/2019 15:31,
Northbound Deerfoot Trail onto Westbound Stoney Trail NE,10/5/2019 15:19,
Scurfield Drive and Scanlon Place NW,10/5/2019 14:13,
Southbound Deerfoot Trail south of 32 Avenue NE,10/5/2019 14:09,
11 Avenue and 1 Street SW,10/5/2019 14:07,
11 Avenue and 1 Street SE,10/5/2019 14:07,
Northbound Macleod Trail and 10 Avenue SE,10/5/2019 13:06,
Eastbound McKnight Boulevard and 19 Street NE,10/5/2019 13:03,
Westbound Glenmore Trail and 5 Street SW,10/5/2019 12:14,
Eastbound 17 Avenue and 61 Street SE,10/5/2019 12:03,
Southbound Deerfoot Trail approching Memorial Drive SE,10/5/2019 10:39,
Barlow Trail and 90 Avenue SE,10/5/2019 8:06,
1 Street and 4 Avenue SW,10/5/2019 5:08,
Northbound Deerfoot Trail at 17 Avenue SE,10/5/2019 3:55,
Silver Springs Boulevard at Nose Hill Drive NW,10/4/2019 22:11,
Southbound 36 Street and 4 Avenue NE,10/4/2019 21:50,
John Laurie Boulevard and Hawkwood Drive NW,10/4/2019 20:18,
Stoney Trail and Mckenzie Lake Boulevard SE,10/4/2019 20:16,
Applewood Drive and 68 Street SE,10/4/2019 20:13,
Northbound Deerfoot Trail approaching McKnight Boulevard NE,10/4/2019 18:56,
Memorial Drive and 44 Street NE,10/4/2019 17:59,
Macleod Trail approaching Canyon Meadows Drive SW,10/4/2019 17:51,
Southbound 14 Street and Memorial Drive NW,10/4/2019 17:48,
Northbound Stoney Trail and Mcknight Boulevard NE,10/4/2019 17:19,
Southbound Macleod Trail and Lake Fraser Gt S,10/4/2019 16:42,
Westbound 34 Avenue and 28 Street SE,10/4/2019 16:04,
Northbound Glenmore Trail approaching Richmond Road SW,10/4/2019 15:37,
Westbound 16 Avenue and Edmonton Trail NE,10/4/2019 15:22,
Westbound Stoney Trail and 24 Street SE,10/4/2019 14:48,
Glenmore Trail and Elbow Drive SW,10/4/2019 14:34,
Glenmore Trail and Elbow Drive SW,10/4/2019 14:34,
Waterfront Co and Waterfront Me SW,10/4/2019 13:44,
Centre Street and 20 Avenue NW,10/4/2019 9:54,
2 Street and 12 Avenue NW,10/4/2019 8:22,
Northbound Blackfoot Trail and Glenmore Trail SE,10/4/2019 6:14,
Westbound 4 Avenue at 3 Street SE,10/3/2019 22:19,
Eastbound McKnight Boulevard at Barlow Trail NE,10/3/2019 20:07,
Shawville Boulevard and Shawville Road SE,10/3/2019 19:39,
Eastbound Southland Drive and Deerfoot Trail SE,10/3/2019 19:04,
Eastbound Glenmore Trail and Barlow Trail SE,10/3/2019 17:34,
Sherview Drive and Sherwood Boulevard NW,10/3/2019 16:44,
30 Avenue and 4 Street NW,10/3/2019 16:30,
Eastbound McKnight Boulevard and 52 Street NE,10/3/2019 16:23,
Eastbound Glenmore Trail approaching Deerfoot Trail SE,10/3/2019 16:19,
Northbound Barlow Trail and 37 Avenue NE,10/3/2019 15:32,
Highfield Road and Blackfoot Trail SE,10/3/2019 12:34,
Eastbound 16 Avenue at 36 Street NE,10/3/2019 12:06,
45 Street and Bowness Road NW,10/3/2019 11:28,
Northbound Deerfoot Trail at 17 Avenue SE,10/3/2019 8:44,
Eastbound 16 Avenue at 19 Street NE,10/3/2019 8:41,
Fairmount Drive and Bonaventure Drive SE,10/3/2019 0:48,
16 Avenue at Valley Ridge Boulevard NW,10/3/2019 0:45,
Westbound Mcknight Boulevard at Barlow Trail NE,10/2/2019 23:19,
Glenmore Trail at 37 Street SW,10/2/2019 22:54,
Westbound 130 Avenue at Deerfoot Trail SE,10/2/2019 22:18,
37 Street and Lakeview Drive SW,10/2/2019 20:27,
Horton Road at Southland Drive SW,10/2/2019 18:49,
Northbound Deerfoot Trail north of 17 Avenue SE,10/2/2019 18:35,
24 Street and 76 Avenue SE,10/2/2019 17:29,
Westbound Glenmore Trail approaching Crowchild Trail SW,10/2/2019 17:02,
Westbound McKnight Boulevard at Deerfoot Trail NE,10/2/2019 16:28,
54 Avenue and Castleridge Boulevard NE,10/2/2019 16:02,
Memorial Drive and 19 Street NW,10/2/2019 15:59,
Northbound 52 Street and Temple Drive NE,10/2/2019 15:24,
11 Street and Cameron Avenue SW,10/2/2019 15:03,
Southbound Nose Hill Drive and Crowfoot Road NW,10/2/2019 14:52,
Sage Hill Gate and 37 Street NW,10/2/2019 14:48,
Alcott Road and 2 Street SE,10/2/2019 12:31,
37 Avenue and 27 Street NE,10/2/2019 12:05,
Madigan Drive and 52 Street NE,10/2/2019 9:25,
Southbound Deerfoot Trail and McKnight Boulevard NE,10/2/2019 8:45,
11 Street and Heritage Meadows Wy SE,10/2/2019 7:42,
Eastbound Stoney Trail approaching Shaganappi Trail NW,10/2/2019 7:30,
Southbound Deerfoot Trail approaching 16 Avenue NE,10/2/2019 7:21,
Bow Bottom Trail and Canyon Meadows Drive SE,10/2/2019 4:07,
7 Avenue and 1 Street SW,10/1/2019 23:18,
McKnight Boulevard and Metis Trail NE,10/1/2019 22:02,
Northbound Deerfoot Trail north of 16 Avenue NE,10/1/2019 20:13,
Southbound Deerfoot Trail and Ivor Strong Bridge SE,10/1/2019 17:44,
Northbound 10 Street and 16 Avenue NW,10/1/2019 17:30,
Eastbound Memorial Drive and 52 Street SE,10/1/2019 17:14,
Eastbound Mcknight Boulevard west of Deerfoot Trail NE,10/1/2019 17:09,
Eastbound Heritage Drive east of Macleod Trail SE,10/1/2019 16:21,
Eastbound 64 Avenue approaching 4 Street NE,10/1/2019 16:10,
16 Avenue and Home Road NW,10/1/2019 16:04,
24 Street and 98 Avenue SW,10/1/2019 15:46,
17 Avenue and Sirocco Drive SW,10/1/2019 15:37,
16 Avenue and Banff Trail NW,10/1/2019 15:08,
14 Street and 9 Avenue SW,10/1/2019 13:01,
Westbound Airport Trail at Deerfoot Trail NE,10/1/2019 11:33,
Northbound Deerfoot Trail at 17 Avenue SE,10/1/2019 9:18,
Southbound Crowchild Trail at 23 Avenue NW,10/1/2019 8:26,
Eastbound Anderson Road at Bonaventure Drive SE,10/1/2019 6:59,
Southbound 85 Street and Bow Trail SW,10/1/2019 6:16,
Northbound Deerfoot Trail at McKenzie Towne Boulevard SE,10/1/2019 6:06,
Northbound 52 Street at Rundlehorn Drive NE,9/30/2019 23:03,
Northbound 52 Street at Rundlehorn Drive NE,9/30/2019 23:03,
9 Avenue and 5 Street SW,9/30/2019 22:32,
Westbound Glenmore Trail at 14 Street SW,9/30/2019 22:21,
Eastbound Bowness Road at Home Road NW,9/30/2019 21:10,
Westbound Stoney Trail and Deerfoot Trail SE,9/30/2019 20:26,
Westbound Stoney Trail and Deerfoot Trail SE,9/30/2019 20:26,
Westbound Stoney Trail and Deerfoot Trail SE,9/30/2019 20:26,
Saddlemont Boulevard and Saddleland Crescent NE,9/30/2019 19:46,
10 Avenue and 4 Street SW,9/30/2019 19:27,
Southbound 14 Street and 90 Avenue SW,9/30/2019 18:00,
14 Street and 90 Avenue SW,9/30/2019 18:00,
Eastbound 17 Avenue at Deerfoot Trail SE,9/30/2019 17:51,
Northbound Crowchild Trail and University Drive NW,9/30/2019 17:41,
Eastbound Canyon Meadows Drive and Bow Bottom Trail SE,9/30/2019 17:35,
Eastbound Heritage Drive and Elbow Drive SW,9/30/2019 17:16,
42 Street and 112 Avenue SE,9/30/2019 16:32,
Eastbound Memorial Drive and Deerfoot Trail NE,9/30/2019 14:51,
Southbound Deerfoot Trail approaching McKnight Boulevard NE,9/30/2019 12:57,
32 Avenue and 36 Street NE,9/30/2019 12:22,
Southbound Deerfoot Trail and Stoney Trail SE,9/30/2019 11:10,
Stoney Trail and Crowchild Trail NW,9/30/2019 9:25,
5 Avenue and Glenmore Trail SW,9/30/2019 9:14,
Northbound Stoney Trail approaching Peigan Trail SE,9/30/2019 8:42,
Stoney Trail at 96 Avenue NE,9/30/2019 8:39,
17 Avenue and 101 Street SW,9/30/2019 8:24,
Westbound 16 Avenue and Stoney Trail NE,9/30/2019 8:05,
Southbound Stoney Trail approaching Bearspaw Dam Road NW,9/30/2019 7:57,
Westbound Stoney Trail and 52 Street SE,9/30/2019 7:51,
Southbound 36 Street and 64 Avenue NE,9/30/2019 7:42,
Northbound Deerfoot Trail and Country Hills Boulevard NE,9/30/2019 7:20,
Westbound Country Hills Blvd approaching Beddington Trail NW,9/30/2019 7:14,
Westbound Country Hills Blvd approaching Beddington Trail NW,9/30/2019 7:14,
Deerfoot Trail and 16 Avenue NE,9/30/2019 7:06,
Southbound Stoney Trail and Nose Hill Drive NW,9/30/2019 7:02,
12 Street and 36 Avenue NE,9/30/2019 6:54,
Southbound Macleod Trail and James Mckevitt Road SW,9/30/2019 6:32,
Pumphouse Road approaching Bow Trail SW,9/30/2019 6:17,
Stoney Trail approaching Deerfoot Trail NE,9/30/2019 5:47,
Westbound 6 Avenue and 8 Street SW,9/30/2019 4:43,
Eastbound Country Hills Boulevard and 11 Street NE,9/29/2019 23:27,
Macleod Trail and 86 Avenue SE,9/29/2019 23:00,
Westbound Memorial Drive and Deerfoot Trail SE,9/29/2019 22:26,
Memorial Drive and 68 Street NE,9/29/2019 22:23,
Eastbound Stoney Trail approaching Beddington Trail NW,9/29/2019 22:13,
22 Avenue and 68 Street NE,9/29/2019 21:21,
36 Street and 64 Avenue NE,9/29/2019 21:02,
Spruce Meadows Trail and 24 Street SW,9/29/2019 20:59,
Southbound Deerfoot Trail and Stoney Trail SE,9/29/2019 20:42,
Memorial Drive and 52 Street E,9/29/2019 20:22,
Eastbound John Laurie Boulevard and Brisebois Drive NW,9/29/2019 20:14,
Northbound 52 Street and Stoney Trail SE,9/29/2019 20:00,
Southbound Stoney Trail and 16 Avenue NE,9/29/2019 19:43,
Westbound Memorial Drive and Deerfoot Trail SE,9/29/2019 19:34,
Eastbound Stoney Trail and Beddington Trail NW,9/29/2019 19:16,
Southbound Beddington Trail and Deerfoot Trail NW,9/29/2019 19:11,
Northbound Deerfoot Trail and Stoney Trail NE,9/29/2019 18:55,
Eastbound Stoney Trail and Deerfoot Trail NE,9/29/2019 18:41,
Southbound Deerfoot Trail approaching Calf Robe Bridge SE,9/29/2019 18:29,
Crowchild Trail and Twelve Mi Coulee Road NW,9/29/2019 18:10,
Northbound 29 Street and 32 Avenue NE,9/29/2019 17:09,
Southbound Stoney Trail and 17 Avenue SE,9/29/2019 16:49,
Stoney Trail and 17 Avenue SE,9/29/2019 16:46,
60 Street and Stoney Trail NE,9/29/2019 16:42,
6 Avenue and 5 Street SW,9/29/2019 16:29,
Northbound Stoney Trail and Hwy 22x SE,9/29/2019 15:35,
Northbound Stoney Trail and Country Hills Boulevard NW,9/29/2019 15:18,
Northbound Stoney Trail and Peigan Trail SE,9/29/2019 15:14,
Eastbound Country Hills Boulevard and 14 Street NE,9/29/2019 14:23,
Eastbound Country Hills Blvd approaching 36 Street NE,9/29/2019 14:09,
Northbound Stoney Trail and Glenmore Trail SE,9/29/2019 14:04,
Stoney Trail and 16 Avenue NE,9/29/2019 13:56,
12 Avenue and 4 Street SW,9/29/2019 13:27,
9 Street and 5 Av SW,9/29/2019 13:19,
Stoney Trail and Metis Trail NE,9/29/2019 13:00,
Deerfoot Trail and Cranston Av SE,9/29/2019 12:42,
Stoney Trail and Deerfoot Trail NE,9/29/2019 12:39,
Stoney Trail and 114 Avenue SE,9/29/2019 11:58,
Stoney Trail and 17 Avenue SE,9/29/2019 11:42,
7 Avenue and Centre Street S,9/29/2019 11:39,
Brentwood Wy and Brentwood Road NW,9/29/2019 11:31,
Stoney Trail and 88 Street SE,9/29/2019 11:03,
16 Avenue and Stoney Trail NE,9/29/2019 10:20,
52 Street and 114 Avenue SE,9/29/2019 10:01,
Stoney Trail and Metis Trail NE,9/29/2019 9:26,
16 Avenue and 36 Street NE,9/29/2019 7:59,
Crowchild Trail and 17 Avenue SW,9/29/2019 6:59,
Stoney Trail and 114 Avenue SE,9/29/2019 6:54,
Eastbound Stoney Trail approaching Shaganappi Trail NW,9/29/2019 5:17,
Southbound Crowchild Trail and 24 Avenue NW,9/29/2019 4:45,
Eastbound Country HIlls Boulevard and Beddington Trail NW,9/29/2019 4:17,
Westbound John Laurie Boulevard and 14 Street NW,9/29/2019 4:03,
Eastbound Bow Trail and Sarcee Trail SW,9/29/2019 1:56,
Southbound Crowchild Trail and Shaganappi Trail NW,9/29/2019 1:08,
Eastbound Beddington Trail to Southbound Deerfoot Trail NE,9/28/2019 23:24,
Eastbound Country Hills Boulevard and Beddington Trail NW,9/28/2019 21:45,
Southbound Nose Hill Drive and Crowchild Trail NW,9/28/2019 20:58,
Southbound 36 Street and Memorial Drive SE,9/28/2019 20:48,
Stoney Trail and Beddington Trail NW,9/28/2019 20:38,
Beddington Trail and Stoney Trail NW,9/28/2019 20:38,
Eastbound Stoney Trail approaching Deerfoot Trail NW,9/28/2019 20:18,
Elbow Drive and Riverdale Avenue SW,9/28/2019 19:39,
17 Avenue and Deerfoot Trail SE,9/28/2019 19:36,
14 Avenue and 14 Street SW,9/28/2019 16:51,
Northbound Metis Trail and Cityscape Boulevard NE,9/28/2019 16:48,
Northbound 52 Street and Marlborough Drive NE,9/28/2019 16:34,
Peigan Trail and Barlow Trail SE,9/28/2019 16:29,
Metis Trail and Mcknight Boulevard NE,9/28/2019 16:14,
FALCONRIDGE Boulevard and FALSHIRE Drive NE,9/28/2019 15:58,
Sierra Morena Boulevard and Sierra Morena Terrace SW,9/28/2019 15:50,
Glendeer Ci and Heritage Drive SE,9/28/2019 15:41,
Westbound Nose Hill Drive and Crowchild Trail NW,9/28/2019 13:37,
Deerfoot Trail and Mcknight Boulevard,9/28/2019 13:16,
16 Avenue and 1 Street NE,9/28/2019 11:55,
23 Avenue and 4 Street SW,9/28/2019 10:35,
17 Avenue and Deerfoot Trail SE,9/28/2019 10:22,
McKnight Boulevard and Barlow Trail NE,9/28/2019 9:57,
14 Street and Joliet Avenue SW,9/28/2019 9:35,
Stoney Trail and Deerfoot Trail NE,9/28/2019 9:02,
Deerfoot Trail and Stoney Trail NE,9/28/2019 9:00,
Stoney Trail and Deerfoot Trail NE,9/28/2019 8:47,
Deerfoot Trail and Stoney Trail NE,9/28/2019 7:23,
17 Avenue and Stoney Trail SE,9/28/2019 6:48,
Stoney Trail and Glenmore Trail SE,9/28/2019 6:43,
Deerfoot Trail and Stoney Trail NE,9/28/2019 5:56,
Ogden Road at 72 Avenue SE,9/28/2019 3:08,
Westbound 14 Street and 16 Avenue NW,9/27/2019 21:28,
Crowchild Trail and 33 Avenue SW,9/27/2019 21:26,
Northbound Macleod Trail approaching Canyon Meadows Drive SE,9/27/2019 18:16,
Northbound Deerfoot Trail approaching McKnight Boulevard NE,9/27/2019 17:56,
Northbound Deerfoot Trail and 16 Avenue NE,9/27/2019 17:40,
Westbound Glenmore Trail approaching Crowchild Trail SW,9/27/2019 17:24,
Westbound Bow Trail and Old Banff Coach Road SW,9/27/2019 17:22,
Westbound 32 Avenue and 12 Street NE,9/27/2019 14:49,
Westbound Memorial Drive at 9 Street NW,9/27/2019 13:22,
96 Avenue at Deerfoot Trail NE,9/27/2019 12:29,
Seton Cr and Seton Wy SE,9/27/2019 11:48,
Northbound Centre Street and 62 Avenue SE,9/27/2019 11:10,
Southbound Deerfoot Trail approaching Glenmore Trail SE,9/27/2019 10:53,
Southbound Deerfoot Trail approaching Glenmore Trail SE,9/27/2019 10:53,
